call_id,opp_id,owner_id,call_date,duration_minutes,direction,call_type,disposition,num_participants,talk_ratio_rep,longest_monologue_sec,question_count,next_steps_mentioned
6973,4459,5,2024-06-18T12:15:00,26,Outbound,Follow-Up,Completed,5,0.64,78,20,True
6974,1289,14,2024-09-06T12:30:00,41,Outbound,Discovery,Completed,4,0.54,63,6,True
6975,4895,15,2024-12-27T10:45:00,60,Inbound,Technical Deep Dive,Completed,2,0.68,78,15,False
6976,3582,8,2024-12-15T14:15:00,38,Outbound,Technical Deep Dive,Completed,2,0.52,159,15,False
6977,463,10,2024-08-26T13:15:00,37,Outbound,Discovery,Rescheduled,1,,,0,False
6978,4011,5,2022-09-17T11:45:00,0,Inbound,Check-In,No Show,1,,,0,False
6979,3558,10,2024-05-18T15:15:00,31,Outbound,Follow-Up,Completed,7,0.42,112,15,False
6980,3241,16,2024-12-10T15:30:00,19,Outbound,QBR,Completed,3,0.87,168,5,False
6981,4570,15,2024-12-03T10:15:00,27,Outbound,QBR,Rescheduled,1,,,0,False
6982,2771,16,2024-11-17T13:30:00,51,Inbound,Discovery,Completed,7,0.85,200,2,False
6983,1112,1,2022-10-03T12:30:00,1,Outbound,Follow-Up,Voicemail,1,,,0,False
6984,3754,8,2024-12-21T11:45:00,25,Outbound,Follow-Up,Completed,7,0.55,166,19,False
6985,1400,13,2024-12-27T12:30:00,43,Outbound,Demo,Completed,8,0.67,263,2,False
6986,4728,12,2024-10-28T13:30:00,23,Outbound,QBR,Completed,5,0.4,76,17,True
6987,1044,13,2024-12-18T15:45:00,25,Outbound,Negotiation,Rescheduled,1,,,0,False
6988,32,15,2024-11-16T12:45:00,53,Outbound,Demo,Completed,7,0.64,224,7,False
6989,3606,5,2024-03-13T11:30:00,34,Inbound,QBR,Completed,6,0.63,152,7,True
6990,608,13,2024-12-27T11:30:00,16,Outbound,Demo,Completed,8,0.71,205,14,False
6991,1701,2,2024-02-02T15:30:00,59,Outbound,Check-In,Completed,8,0.41,83,22,False
6992,2534,15,2024-08-19T10:45:00,30,Outbound,QBR,Completed,7,1.11,33,8,True
6993,806,6,2024-07-11T15:45:00,0,Inbound,Check-In,No Show,1,,,0,False
6994,20,9,2024-10-26T14:00:00,3,Outbound,Negotiation,Voicemail,1,,,0,False
6995,1707,12,2023-02-07T12:15:00,54,Outbound,Negotiation,Completed,5,0.67,35,4,False
6996,1632,15,2024-10-30T11:30:00,46,Outbound,Negotiation,Completed,2,0.61,196,6,False
6997,4101,15,2024-09-23T11:15:00,0,Outbound,Technical Deep Dive,No Show,1,,,0,False
6998,1089,9,2024-12-31T14:45:00,54,Inbound,Discovery,Completed,4,0.41,50,20,True
6999,808,1,2024-04-27T10:00:00,20,Outbound,Technical Deep Dive,Completed,2,0.61,204,14,True
7000,2688,3,2024-06-22T12:15:00,57,Inbound,Technical Deep Dive,Completed,6,0.39,59,28,True
7001,2243,2,2024-12-29T12:00:00,22,Inbound,Check-In,Completed,8,0.79,227,6,True
7002,3892,10,2030-06-15T10:00:00,37,Outbound,QBR,Rescheduled,1,,,0,False
7003,4539,2,2024-11-07T10:15:00,16,Outbound,Technical Deep Dive,Completed,8,0.49,99,12,True
7004,4831,4,2023-06-16T12:45:00,30,Outbound,Follow-Up,Completed,7,1.35,57,6,True
7005,150,15,2024-11-10T14:45:00,15,Outbound,Technical Deep Dive,Completed,3,0.55,216,12,False
7006,220,10,2023-07-07T13:45:00,0,Outbound,Technical Deep Dive,No Show,1,,,0,False
7007,2712,12,2024-11-11T10:15:00,59,Outbound,Check-In,Completed,8,0.82,158,13,False
7008,4326,5,2024-09-14T13:45:00,30,Inbound,Discovery,Completed,3,0.7,103,17,False
7009,243,7,2024-06-11T15:15:00,42,Outbound,Negotiation,Completed,6,0.59,196,12,True
7010,443,3,2024-09-15T17:45:00,0,Inbound,Technical Deep Dive,No Show,1,,,0,False
7011,191,3,2024-06-09T13:30:00,30,Outbound,Check-In,Completed,7,0.57,189,12,True
7012,2738,14,2023-05-30T09:00:00,0,Outbound,Check-In,No Show,1,,,0,False
7013,2215,6,2024-12-22T16:30:00,23,Outbound,QBR,Completed,7,0.5,34,15,True
7014,2075,1,2022-07-04T15:00:00,15,Inbound,Negotiation,Completed,3,0.51,136,16,True
7015,1487,14,2023-07-27T10:30:00,58,Outbound,Demo,Completed,8,0.72,103,5,False
7016,2851,15,2024-11-23T10:00:00,25,Outbound,Check-In,Completed,4,0.6,239,11,True
7017,98,2,2024-12-17T14:00:00,32,Outbound,Check-In,Completed,3,0.42,74,10,True
7018,642,5,2023-05-11T13:15:00,0,Inbound,Check-In,No Show,1,,,0,False
7019,308,14,2021-05-05T13:45:00,26,Outbound,Negotiation,Completed,5,0.43,232,12,False
7020,5000,7,2024-07-12T13:45:00,18,Outbound,Follow-Up,Completed,3,0.52,58,14,True
7021,383,11,2024-07-13T14:15:00,26,Inbound,Technical Deep Dive,Completed,2,0.53,47,8,True
7022,776,7,2022-11-20T13:15:00,44,Outbound,QBR,Completed,8,0.65,185,8,False
7023,1654,5,2024-12-19T15:00:00,0,Outbound,Discovery,No Show,1,,,0,False
7024,4378,13,2021-07-08T11:30:00,0,Inbound,Follow-Up,No Show,1,,,0,False
7025,2930,14,2024-12-21T17:00:00,2,Outbound,Technical Deep Dive,Voicemail,1,,,0,False
7026,4999,13,2024-07-13T15:45:00,32,Inbound,Discovery,Completed,3,1.02,175,7,False
7027,1078,14,2024-01-30T11:00:00,28,Inbound,Follow-Up,Completed,7,0.52,40,11,True
7028,880,13,2024-02-05T12:30:00,55,Inbound,Check-In,Completed,8,0.72,123,5,False
7029,4228,16,2024-12-02T09:30:00,30,Inbound,Demo,Rescheduled,1,,,0,False
7030,3339,8,2020-12-20T10:00:00,32,Outbound,Negotiation,Completed,8,0.61,112,8,True
7031,4404,6,2024-10-19T14:00:00,0,Outbound,Discovery,No Show,1,,,0,False
7032,3520,6,2023-05-22T09:30:00,20,Outbound,Discovery,Completed,5,0.37,182,19,True
7033,1778,15,2024-04-18T11:15:00,33,Outbound,Follow-Up,Completed,7,0.54,33,5,False
7034,4406,13,2023-02-07T11:15:00,,Outbound,QBR,Completed,5,0.89,241,3,False
7035,2514,9,2024-01-21T15:15:00,36,Inbound,Demo,Rescheduled,1,,,0,False
7036,4548,9,2024-07-30T15:15:00,39,Outbound,Demo,Completed,8,0.55,288,4,False
7037,2498,3,2030-06-15T10:00:00,28,Outbound,Demo,Completed,7,0.41,41,24,True
7038,217,12,2023-04-03T16:00:00,56,Outbound,Check-In,Completed,6,0.59,71,12,False
7039,2692,2,2024-12-22T10:45:00,,Outbound,Discovery,No Show,1,,,0,False
7040,4338,7,2024-06-17T12:15:00,40,Outbound,Discovery,Completed,7,0.68,35,12,True
7041,4506,7,2024-07-18T15:00:00,33,Outbound,QBR,Completed,5,0.77,189,8,True
7042,1670,13,2024-12-13T16:30:00,3,Outbound,Negotiation,Voicemail,1,,,0,False
7043,118,9,2024-04-04T16:00:00,43,Outbound,Demo,Completed,2,0.34,77,9,True
7044,2533,1,2024-08-21T15:30:00,19,Inbound,Follow-Up,Completed,2,0.54,55,8,False
7045,1318,4,2024-08-21T13:30:00,40,Outbound,Negotiation,Completed,2,0.79,263,13,False
7046,4128,6,2024-08-20T14:30:00,0,Outbound,Discovery,No Show,1,,,0,False
7047,4118,1,2021-11-12T15:45:00,42,Inbound,Check-In,Completed,3,0.55,248,3,False
7048,1412,1,2024-09-19T08:00:00,39,Outbound,Follow-Up,Rescheduled,1,,,0,False
7049,3877,16,2024-12-11T13:30:00,27,Outbound,Technical Deep Dive,Completed,7,0.72,87,4,False
7050,3078,9,2020-12-20T12:00:00,39,Inbound,Demo,Completed,7,1.26,30,4,True
7051,4380,13,2023-09-29T17:15:00,23,Outbound,Negotiation,Completed,3,0.91,276,9,False
7052,4105,14,2024-12-17T11:30:00,1,Outbound,Technical Deep Dive,Voicemail,1,,,0,False
7053,2682,6,2022-02-15T12:30:00,59,Outbound,Follow-Up,Completed,2,0.7,151,7,False
7054,196,7,2021-06-09T10:15:00,0,Inbound,Discovery,No Show,1,,,0,False
7055,1755,3,2022-05-04T15:15:00,42,Outbound,Follow-Up,Completed,5,0.54,142,16,False
7056,4875,11,2024-12-29T17:00:00,25,Inbound,QBR,Rescheduled,1,,,0,False
7057,4645,5,2022-07-22T15:00:00,28,Inbound,Discovery,Completed,7,0.66,156,11,False
7058,4920,4,2023-10-10T13:45:00,26,Outbound,Follow-Up,Completed,6,1.13,55,12,False
7059,1060,1,2024-12-26T13:00:00,52,Outbound,Technical Deep Dive,Completed,2,0.53,34,15,True
7060,3043,7,2021-03-17T11:45:00,56,Outbound,QBR,Completed,6,1.17,231,3,False
7061,566,13,2021-08-29T11:15:00,29,Outbound,QBR,Completed,6,0.77,163,12,False
7062,4450,5,2024-12-28T12:30:00,40,Outbound,Discovery,Completed,2,0.35,177,8,True
7063,433,1,2024-12-05T12:15:00,18,Outbound,Negotiation,Completed,3,0.43,129,6,False
7064,2975,12,2024-12-29T12:45:00,48,Inbound,QBR,Completed,6,0.6,258,11,False
7065,2844,6,2024-06-10T09:45:00,0,Outbound,Follow-Up,No Show,1,,,0,False
7066,4957,9,2024-06-06T14:00:00,35,Inbound,Negotiation,Completed,6,0.47,168,17,True
7067,4919,12,2022-11-22T12:15:00,39,Inbound,Follow-Up,Completed,5,0.71,65,9,True
7068,2873,7,2024-06-12T10:45:00,20,Outbound,Check-In,Completed,3,0.4,81,15,True
7069,3618,13,2023-10-14T13:30:00,52,Inbound,Negotiation,Rescheduled,1,,,0,False
7070,2335,10,2023-11-30T11:00:00,30,Inbound,Negotiation,Completed,8,0.55,128,9,True
7071,1542,13,2022-12-18T14:30:00,33,Outbound,QBR,Completed,4,0.9,142,5,False
7072,253,11,2024-11-12T09:00:00,,Outbound,Follow-Up,Completed,7,0.6,94,4,True
7073,1805,7,2024-04-03T16:15:00,29,Outbound,Technical Deep Dive,Completed,2,0.57,206,18,True
7074,861,16,2024-12-10T10:00:00,34,Inbound,Discovery,Rescheduled,1,,,0,False
7075,613,13,2023-05-16T10:45:00,29,Outbound,Check-In,Completed,2,0.82,30,2,True
7076,2493,12,2024-11-12T13:45:00,51,Outbound,Demo,Completed,7,0.59,91,3,True
7077,589,2,2024-12-21T15:30:00,36,Outbound,Negotiation,Completed,5,0.45,69,10,False
7078,3717,7,2030-06-15T10:00:00,36,Outbound,Negotiation,Completed,3,0.5,196,4,False
7079,2521,7,2024-09-03T13:15:00,40,Outbound,Negotiation,Rescheduled,1,,,0,False
7080,1350,15,2022-09-12T16:00:00,43,Inbound,Technical Deep Dive,Completed,7,0.79,74,11,False
7081,1686,4,2023-09-05T10:30:00,39,Inbound,Demo,Completed,2,0.35,196,14,False
7082,258,10,2022-06-15T13:30:00,18,Outbound,Discovery,Completed,6,0.72,184,9,False
7083,3298,6,2024-12-13T10:00:00,36,Outbound,Discovery,Completed,5,0.48,189,20,False
7084,4374,16,2024-10-23T11:45:00,53,Outbound,Negotiation,Completed,5,0.44,154,15,True
7085,2048,16,2024-11-06T11:45:00,36,Inbound,QBR,Rescheduled,1,,,0,False
7086,1613,7,2023-11-12T14:30:00,28,Outbound,QBR,Completed,8,0.49,37,16,False
7087,3868,9,2021-04-01T10:30:00,53,Outbound,QBR,Completed,4,0.4,34,12,False
7088,4576,9,2024-12-24T14:00:00,3,Outbound,Discovery,Voicemail,1,,,0,False
7089,1139,6,2024-06-21T13:15:00,49,Outbound,Check-In,Completed,5,0.37,77,16,False
7090,226,8,2024-04-02T15:30:00,31,Inbound,Technical Deep Dive,Completed,6,0.64,92,3,False
7091,2800,3,2024-08-18T13:00:00,21,Inbound,Discovery,Completed,2,0.32,85,24,True
7092,2387,5,2024-12-25T09:30:00,18,Inbound,Discovery,Completed,5,0.5,162,8,False
7093,2547,5,2023-11-29T12:00:00,30,Outbound,Discovery,Completed,7,0.4,155,4,True
7094,492,1,2023-03-07T10:00:00,35,Outbound,Negotiation,Rescheduled,1,,,0,False
7095,907,11,2024-12-05T16:30:00,46,Inbound,Follow-Up,Completed,3,0.38,101,21,True
7096,2488,12,2024-07-02T10:30:00,17,Outbound,Discovery,Rescheduled,1,,,0,False
7097,1175,10,2024-09-01T10:45:00,29,Inbound,Discovery,Completed,3,0.68,176,10,False
7098,289,8,2022-03-11T12:00:00,53,Outbound,Discovery,Completed,7,0.66,153,15,True
7099,4514,13,2024-10-23T13:15:00,50,Outbound,QBR,Completed,5,0.74,202,7,True
7100,4571,5,2023-08-29T14:45:00,,Outbound,Technical Deep Dive,Completed,3,0.67,178,7,False
7101,2851,15,2024-10-29T10:15:00,0,Inbound,Technical Deep Dive,No Show,1,,,0,False
7102,4613,2,2022-07-24T15:45:00,59,Outbound,Technical Deep Dive,Completed,3,0.46,134,8,False
7103,1118,10,2024-02-07T12:15:00,0,Outbound,QBR,No Show,1,,,0,False
7104,2406,13,2024-12-13T10:45:00,21,Inbound,Discovery,Completed,4,0.44,113,10,True
7105,3009,11,2021-09-17T14:00:00,45,Outbound,QBR,Completed,5,0.52,106,14,True
7106,2110,8,2024-12-31T12:30:00,1,Inbound,Follow-Up,Voicemail,1,,,0,False
7107,3995,9,2024-06-17T09:15:00,55,Outbound,Discovery,Completed,6,0.34,141,9,True
7108,2782,16,2024-12-07T11:45:00,0,Outbound,Discovery,No Show,1,,,0,False
7109,3304,3,2024-12-17T16:00:00,30,Outbound,Discovery,Completed,6,0.76,181,3,True
7110,3784,5,2024-01-15T08:45:00,36,Outbound,Follow-Up,Completed,4,0.74,266,14,False
7111,1923,15,2024-12-07T12:15:00,53,Inbound,Follow-Up,Completed,3,0.83,78,8,False
7112,2802,7,2024-10-01T12:30:00,34,Inbound,Discovery,Completed,4,0.37,208,15,False
7113,2373,6,2023-09-02T12:30:00,0,Outbound,Technical Deep Dive,No Show,1,,,0,False
7114,4695,11,2024-08-31T08:45:00,17,Inbound,Discovery,Rescheduled,1,,,0,False
7115,3700,8,2024-12-14T10:45:00,,Outbound,Negotiation,Completed,5,0.53,78,14,False
7116,349,4,2023-12-27T14:15:00,56,Outbound,Follow-Up,Completed,8,0.69,196,13,False
7117,2900,1,2023-11-22T15:45:00,29,Outbound,Demo,Completed,3,0.61,192,4,False
7118,1091,7,2024-09-07T15:00:00,29,Outbound,Technical Deep Dive,Completed,6,0.61,238,16,False
7119,250,1,2023-12-19T10:00:00,,Outbound,Demo,Completed,3,0.29,84,28,True
7120,4383,13,2024-08-19T13:45:00,16,Outbound,QBR,Completed,6,0.68,206,4,False
7121,877,10,2024-11-01T11:45:00,25,Outbound,Discovery,Completed,6,0.55,128,12,False
7122,2137,13,2024-05-31T16:00:00,31,Outbound,Discovery,Completed,2,0.57,93,12,False
7123,2543,1,2023-07-15T16:45:00,0,Outbound,Demo,No Show,1,,,0,False
7124,4395,12,2024-10-24T11:30:00,-46,Outbound,QBR,Rescheduled,1,,,0,False
7125,1287,5,2024-03-23T17:00:00,49,Outbound,Check-In,Rescheduled,1,,,0,False
7126,2198,15,2024-11-01T13:15:00,1,Outbound,QBR,Voicemail,1,,,0,False
7127,2301,16,2024-11-12T12:45:00,43,Outbound,Demo,Completed,7,0.72,213,6,False
7128,1650,12,2020-09-22T15:30:00,50,Outbound,Follow-Up,Completed,5,0.42,80,13,True
7129,239,9,2024-12-29T11:15:00,0,Outbound,Discovery,No Show,1,,,0,False
7130,3221,3,2021-01-27T12:45:00,56,Inbound,Technical Deep Dive,Rescheduled,1,,,0,False
7131,1497,11,2022-10-22T13:45:00,59,Inbound,Technical Deep Dive,Completed,8,0.67,259,10,True
7132,502,6,2023-07-27T15:15:00,15,Inbound,Follow-Up,Completed,2,0.45,106,18,False
7133,3254,8,2024-12-01T12:45:00,51,Outbound,Technical Deep Dive,Completed,5,0.65,102,5,True
7134,508,9,2022-01-20T12:30:00,55,Outbound,QBR,Rescheduled,1,,,0,False
7135,1612,13,2023-02-23T14:45:00,22,Outbound,QBR,Completed,4,0.91,235,2,False
7136,3527,5,2023-10-11T12:00:00,17,Outbound,Demo,Completed,2,0.53,239,8,True
7137,3716,4,2024-11-24T08:15:00,48,Outbound,Demo,Completed,8,0.66,223,6,True
7138,4506,7,2030-06-15T10:00:00,58,Outbound,Technical Deep Dive,Completed,7,0.85,117,12,False
7139,3806,1,2024-12-11T14:15:00,42,Outbound,Negotiation,Completed,4,0.49,38,22,True
7140,1016,1,2023-09-09T14:30:00,30,Outbound,Negotiation,Completed,8,0.61,231,22,False
7141,4349,10,2024-11-22T13:45:00,23,Outbound,QBR,Completed,7,0.72,203,13,True
7142,1698,8,2024-12-22T12:30:00,25,Outbound,QBR,Completed,3,0.76,204,15,False
7143,3910,2,2024-09-03T10:15:00,53,Outbound,Discovery,Completed,6,0.53,94,9,True
7144,4213,14,2023-07-08T16:00:00,42,Inbound,QBR,Rescheduled,1,,,0,False
7145,2404,16,2024-12-10T15:30:00,15,Outbound,Technical Deep Dive,Completed,2,0.65,175,6,True
7146,4280,9,2023-11-19T10:00:00,23,Outbound,Technical Deep Dive,Completed,2,0.65,119,14,False
7147,629,16,2024-12-26T14:45:00,38,Inbound,Negotiation,Completed,7,0.47,224,15,True
7148,684,8,2024-08-21T10:00:00,0,Outbound,Technical Deep Dive,No Show,1,,,0,False
7149,1527,14,2021-09-21T12:15:00,41,Inbound,Negotiation,Completed,3,0.49,206,14,False
7150,2158,6,2024-12-21T14:15:00,18,Outbound,Follow-Up,Completed,2,0.37,93,10,False
7151,4874,5,2023-09-08T11:15:00,15,Outbound,QBR,Completed,5,0.38,130,14,False
7152,2611,1,2023-04-25T13:15:00,49,Outbound,Check-In,Completed,3,0.54,230,7,False
7153,2608,11,2024-09-28T11:15:00,3,Outbound,Demo,Voicemail,1,,,0,False
7154,242,1,2024-10-16T15:15:00,60,Outbound,Check-In,Rescheduled,1,,,0,False
7155,4989,9,2024-10-10T10:15:00,0,Inbound,Follow-Up,No Show,1,,,0,False
7156,2491,6,2024-01-23T16:30:00,47,Outbound,Check-In,Completed,6,0.5,180,6,True
7157,4954,8,2024-03-02T13:15:00,39,Outbound,Check-In,Completed,2,0.67,231,13,True
7158,89,14,2022-12-01T16:30:00,41,Outbound,Check-In,Completed,4,0.56,135,5,False
7159,328,1,2020-08-16T15:45:00,22,Outbound,Technical Deep Dive,Completed,2,0.7,37,9,True
7160,1083,8,2023-12-17T13:15:00,37,Outbound,Technical Deep Dive,Completed,7,1.18,155,21,True
7161,768,16,2024-06-07T16:45:00,43,Outbound,Negotiation,Completed,6,0.58,103,3,False
7162,4356,7,2023-01-02T08:15:00,47,Inbound,Negotiation,Completed,5,0.62,70,11,False
7163,1713,3,2024-09-28T14:30:00,0,Inbound,Check-In,No Show,1,,,0,False
7164,1121,15,2024-12-08T11:30:00,0,Outbound,Technical Deep Dive,No Show,1,,,0,False
7165,1570,2,2023-08-28T15:15:00,60,Inbound,Follow-Up,Completed,8,0.54,199,24,True
7166,3997,11,2024-12-30T11:45:00,35,Outbound,QBR,Completed,4,0.69,183,13,True
7167,2678,15,2024-12-07T11:30:00,24,Outbound,Negotiation,Completed,3,0.85,182,3,True
7168,2834,2,2024-06-30T15:00:00,30,Outbound,Discovery,Completed,6,0.36,122,6,True
7169,1900,16,2024-11-15T13:15:00,48,Outbound,Negotiation,Completed,5,0.6,37,4,False
7170,723,13,2024-05-10T15:15:00,42,Outbound,Check-In,Completed,8,0.57,187,13,True
7171,2771,16,2024-12-25T10:45:00,38,Outbound,Negotiation,Completed,3,0.78,200,6,False
7172,1732,16,2024-12-26T13:30:00,0,Outbound,Demo,No Show,1,,,0,False
7173,4038,9,2021-11-30T14:30:00,39,Outbound,Demo,Completed,5,0.42,190,4,False
7174,2499,8,2023-11-13T13:45:00,31,Outbound,Demo,Completed,2,0.73,144,3,False
7175,4177,12,2023-04-19T11:30:00,17,Outbound,Negotiation,Completed,3,0.59,35,6,True
7176,2954,6,2024-12-17T11:45:00,18,Outbound,Discovery,Completed,8,0.66,75,17,False
7177,2641,2,2024-12-25T11:00:00,0,Outbound,Demo,No Show,1,,,0,False
7178,3386,14,2023-06-21T15:15:00,50,Outbound,Follow-Up,Completed,4,0.67,195,7,False
7179,3362,2,2022-08-13T16:15:00,19,Outbound,Follow-Up,Completed,8,0.58,109,15,False
7180,4549,8,2024-12-20T12:15:00,52,Outbound,Technical Deep Dive,Completed,8,0.6,180,2,False
7181,4870,16,2024-12-01T14:15:00,15,Outbound,Negotiation,Rescheduled,1,,,0,False
7182,4608,8,2024-12-08T09:30:00,59,Outbound,Demo,Completed,3,0.51,59,12,True
7183,660,1,2024-10-23T17:45:00,0,Inbound,Negotiation,No Show,1,,,0,False
7184,33,14,2022-11-09T14:30:00,25,Outbound,Negotiation,Completed,4,0.43,142,8,False
7185,4982,5,2024-05-10T13:15:00,,Outbound,Demo,Rescheduled,1,,,0,False
7186,3218,15,2024-12-25T12:15:00,23,Outbound,Check-In,Completed,3,0.4,161,16,False
7187,1215,2,2024-06-12T08:15:00,47,Outbound,Discovery,Completed,2,0.37,89,16,True
7188,4488,13,2022-05-23T15:00:00,28,Outbound,QBR,Completed,5,0.7,192,12,False
7189,2966,9,2024-03-01T14:45:00,58,Outbound,Discovery,Completed,6,0.42,214,4,True
7190,2559,12,2023-05-06T13:45:00,59,Outbound,Follow-Up,Completed,4,0.5,165,7,False
7191,3447,3,2024-05-27T14:45:00,38,Outbound,Follow-Up,Completed,7,0.36,120,16,True
7192,912,8,2024-10-17T08:45:00,0,Outbound,QBR,No Show,1,,,0,False
7193,3819,14,2024-04-21T14:15:00,22,Outbound,Negotiation,Completed,6,0.58,68,6,True
7194,2836,9,2023-08-24T08:00:00,22,Outbound,Demo,Completed,4,0.41,228,7,False
7195,2753,4,2021-02-21T12:15:00,29,Outbound,Negotiation,Completed,6,0.52,97,14,True
7196,2906,13,2024-11-11T11:00:00,53,Inbound,Discovery,Completed,4,0.45,126,13,False
7197,3774,7,2024-03-13T11:30:00,39,Outbound,QBR,Completed,5,0.46,222,14,False
7198,3104,11,2024-12-17T10:00:00,0,Inbound,Demo,No Show,1,,,0,False
7199,1842,12,2024-09-07T10:45:00,30,Outbound,Demo,Completed,8,0.77,270,1,False
7200,3568,6,2024-12-27T15:45:00,33,Inbound,Check-In,Completed,4,0.38,156,19,False
7201,1418,16,2024-12-25T11:30:00,42,Inbound,Follow-Up,Completed,3,0.5,156,7,True
7202,1981,13,2022-06-18T11:15:00,41,Outbound,Technical Deep Dive,Completed,7,0.51,235,8,False
7203,3483,5,2024-05-24T11:30:00,30,Outbound,Discovery,Completed,3,0.41,134,20,False
7204,4225,16,2022-08-02T15:00:00,36,Inbound,Demo,Completed,6,0.66,148,4,True
7205,1886,15,2024-10-27T12:15:00,32,Outbound,Check-In,Completed,4,0.56,223,8,False
7206,4116,9,2024-08-22T13:45:00,,Inbound,Check-In,Completed,4,0.69,180,9,True
7207,2290,12,2023-10-11T16:45:00,18,Outbound,Negotiation,Completed,7,0.78,130,7,False
7208,676,7,2024-12-03T14:00:00,32,Outbound,Check-In,Completed,4,0.57,219,10,False
7209,3616,5,2022-02-02T15:30:00,0,Outbound,Technical Deep Dive,No Show,1,,,0,False
7210,483,16,2024-10-08T14:15:00,42,Outbound,QBR,Rescheduled,1,,,0,False
7211,3671,12,2023-02-08T17:30:00,38,Outbound,Check-In,Completed,3,0.42,166,15,True
7212,3253,13,2024-12-22T14:15:00,32,Outbound,Demo,Completed,3,0.7,183,4,False
7213,974,9,2024-09-30T12:30:00,19,Outbound,Negotiation,Completed,3,0.43,31,9,False
7214,4200,8,2024-12-01T15:15:00,45,Inbound,Negotiation,Completed,3,0.54,80,8,True
7215,2284,9,2022-05-13T10:15:00,26,Outbound,Negotiation,Completed,6,1.33,101,9,False
7216,1684,5,2024-12-05T09:15:00,27,Outbound,Negotiation,Completed,5,0.62,35,3,False
7217,2949,15,2024-12-06T10:00:00,55,Inbound,Check-In,Completed,6,0.48,142,8,True
7218,153,7,2023-04-03T11:00:00,18,Inbound,Discovery,Completed,7,0.7,207,14,True
7219,2945,3,2022-11-25T15:45:00,0,Outbound,Demo,No Show,1,,,0,False
7220,159,8,2024-02-23T13:15:00,26,Outbound,QBR,Completed,7,0.44,125,5,False
7221,3327,2,2023-07-26T12:45:00,37,Outbound,Demo,Completed,8,0.31,226,20,False
7222,3432,1,2024-12-07T13:30:00,0,Outbound,Negotiation,No Show,1,,,0,False
7223,4244,2,2024-06-10T16:00:00,0,Inbound,Negotiation,No Show,1,,,0,False
7224,1850,1,2024-08-25T09:00:00,30,Outbound,Negotiation,Completed,3,0.47,97,6,True
7225,645,9,2022-04-10T15:30:00,31,Inbound,Technical Deep Dive,Completed,2,0.6,104,7,True
7226,1325,13,2024-07-11T13:15:00,44,Inbound,Demo,Completed,8,0.92,273,2,False
7227,171,4,2024-12-15T11:30:00,19,Outbound,Negotiation,Completed,8,0.59,49,4,True
7228,2312,10,2024-07-25T08:30:00,0,Inbound,Follow-Up,No Show,1,,,0,False
7229,387,8,2024-12-25T15:45:00,56,Inbound,Negotiation,Completed,6,1.43,62,14,False
7230,4347,12,2023-02-07T14:15:00,42,Outbound,Negotiation,Completed,3,0.67,69,9,False
7231,932,1,2021-08-18T13:30:00,0,Inbound,Demo,No Show,1,,,0,False
7232,1276,1,2022-04-05T16:45:00,60,Outbound,Discovery,Completed,3,0.31,84,18,True
7233,942,2,2024-09-18T08:00:00,58,Outbound,Check-In,Completed,5,0.39,56,21,True
7234,2393,12,2022-07-17T10:45:00,17,Inbound,Discovery,Completed,2,0.56,134,12,False
7235,684,8,2024-09-13T13:00:00,52,Outbound,Negotiation,Completed,5,0.53,182,18,False
7236,1080,14,2023-07-03T11:00:00,18,Inbound,QBR,Completed,7,0.71,267,6,False
7237,42,9,2023-07-06T14:30:00,16,Inbound,QBR,Completed,2,0.61,92,17,False
7238,4949,1,2024-05-22T12:15:00,29,Inbound,Follow-Up,Completed,8,0.41,115,21,True
7239,4258,9,2024-12-01T12:00:00,18,Outbound,Check-In,Completed,5,0.39,224,6,False
7240,4107,4,2024-12-14T16:30:00,29,Outbound,QBR,Completed,4,1.43,110,7,False
7241,1373,1,2022-04-13T10:00:00,2,Inbound,Check-In,Voicemail,1,,,0,False
7242,4514,13,2024-09-03T11:15:00,29,Outbound,Technical Deep Dive,Completed,2,0.65,204,7,False
7243,4794,6,2022-06-22T10:15:00,50,Inbound,Technical Deep Dive,Completed,2,0.52,199,18,True
7244,2446,8,2024-12-05T13:45:00,20,Outbound,Check-In,Completed,7,0.56,191,5,True
7245,3479,5,2024-11-24T09:15:00,0,Inbound,QBR,No Show,1,,,0,False
7246,2092,1,2024-08-09T11:15:00,59,Inbound,Discovery,Completed,5,0.36,107,20,False
7247,1616,13,2024-06-28T14:00:00,45,Outbound,Discovery,Completed,8,0.74,160,13,False
7248,4626,16,2023-10-03T14:00:00,48,Inbound,Check-In,Completed,4,0.54,151,9,True
7249,4107,4,2024-12-16T12:45:00,17,Outbound,Follow-Up,Completed,4,0.63,223,4,False
7250,4026,10,2024-12-07T16:30:00,45,Outbound,QBR,Rescheduled,1,,,0,False
7251,2632,13,2022-12-18T10:30:00,37,Inbound,Technical Deep Dive,Completed,4,0.58,170,13,True
7252,1148,6,2024-10-28T12:15:00,19,Outbound,Technical Deep Dive,Completed,4,0.54,165,14,False
7253,1317,1,2024-12-16T15:45:00,17,Outbound,Technical Deep Dive,Completed,3,0.55,227,7,True
7254,1304,16,2024-11-13T14:45:00,51,Outbound,Check-In,Completed,4,0.54,120,14,False
7255,2726,2,2024-06-19T15:45:00,,Outbound,Demo,Completed,3,0.35,137,12,False
7256,1180,1,2024-12-14T13:15:00,58,Outbound,Technical Deep Dive,Completed,8,0.41,191,18,True
