activity_id,lead_id,campaign_id,activity_type,activity_date,utm_source
27365,2266,144,Email Open,2022-09-04T06:59:00,
27366,52,198,Email Click,2022-09-15T17:31:00,
27367,1158,168,Form Fill,2020-12-22T20:13:00,facebook
27368,2409,134,Form Fill,2021-02-22T10:03:00,facebook
27369,5026,93,Email Click,2021-02-27T23:51:00,
27370,4016,129,,2023-01-05T14:49:00,referral
27371,7464,134,Email Open,2020-12-18T11:57:00,
27372,6394,161,Unsubscribe,2023-03-23T23:07:00,
27373,5540,108,Email Click,2023-11-28T07:46:00,
27374,4346,17,Form Fill,2022-08-28T21:10:00,linkedin
27375,60,125,Page Visit,2024-12-14T00:00:00,
27376,3860,24,Email Open,2023-04-22T19:37:00,
27377,6605,127,Email Open,2020-04-03T11:47:00,
27378,4835,178,Email Click,2021-04-28T23:48:00,
27379,3910,,Form Fill,2024-03-17T20:38:00,google
27380,7279,157,Content Download,2020-08-19T22:00:00,
27381,6187,9,Page Visit,2020-10-29T11:10:00,twitter
27382,5034,16,Content Download,2024-01-04T13:03:00,
27383,5238,10,Email Open,2023-03-26T20:48:00,
27384,3952,136,Ad Click,2020-06-13T12:14:00,referral
27385,7195,60,Email Bounce,2021-03-09T01:01:00,
27386,489,108,Email Click,2023-12-10T08:37:00,
27387,3317,141,Email Open,2022-12-23T07:17:00,
27388,756,111,Form Fill,2024-11-14T18:30:00,facebook
27389,1908,152,Form Fill,2020-05-13T21:38:00,direct
27390,2286,172,Content Download,2020-09-26T10:01:00,
27391,1782,36,Page Visit,2021-02-10T23:58:00,linkedin
27392,7677,117,Ad Click,2020-10-18T22:21:00,
27393,7665,172,Form Fill,2020-09-30T15:17:00,facebook
27394,7202,12,Content Download,2022-08-13T20:49:00,
27395,3158,139,Form Fill,2020-10-18T03:44:00,direct
27396,3168,164,Form Fill,2022-02-17T22:33:00,direct
27397,4015,89,Email Bounce,2022-05-04T01:54:00,
27398,3136,129,Email Open,2022-12-14T00:32:00,
27399,547,84,Form Fill,2021-07-24T18:50:00,google
27400,5363,82,,2024-12-03T14:50:00,referral
27401,636,112,Webinar Registration,2020-09-11T08:14:00,
27402,6082,3,Webinar Registration,2024-02-10T17:42:00,
27403,4695,20,Email Click,2021-12-06T17:37:00,
27404,4393,137,Form Fill,2023-07-02T10:49:00,direct
27405,2753,105,Content Download,2021-08-01T18:37:00,
27406,7853,149,Unsubscribe,2024-05-25T01:12:00,
27407,3768,87,Content Download,2021-04-22T00:38:00,
27408,7601,140,Email Open,2020-05-22T19:56:00,
27409,2797,56,Email Click,2021-07-01T13:46:00,
27410,2485,88,Form Fill,2024-03-08T17:56:00,linkedin
27411,5551,,Content Download,2022-09-17T08:25:00,
27412,5584,131,Content Download,2022-08-15T19:39:00,
27413,6595,60,Form Fill,2021-03-12T16:48:00,
27414,6094,111,Page Visit,2024-11-04T00:08:00,direct
27415,4612,177,Email Click,2020-07-09T20:35:00,
27416,2698,188,Page Visit,2024-06-22T04:23:00,referral
27417,4539,43,Email Open,2020-04-25T00:56:00,
27418,3956,180,Ad Click,2021-09-14T19:30:00,twitter
27419,4683,48,Form Fill,2022-04-28T23:44:00,direct
27420,5164,47,Content Download,2020-03-20T06:26:00,
27421,7750,183,Email Open,2021-01-23T18:19:00,
27422,7831,145,Content Download,2020-06-19T11:07:00,
27423,6951,75,Webinar Attended,2030-03-15T14:30:00,
27424,6159,29,Content Download,2020-11-23T06:54:00,
27425,1323,54,Webinar Attended,2023-04-05T17:48:00,
27426,4075,18,Form Fill,2024-03-21T16:52:00,google
27427,1214,183,Email Click,2020-10-31T23:06:00,
27428,4139,112,Webinar Registration,2020-09-15T20:53:00,
27429,5233,44,Page Visit,2021-06-11T21:20:00,linkedin
27430,6812,21,,2022-01-12T17:00:00,
27431,5308,49,Content Download,2023-04-17T12:37:00,
27432,1083,6,Email Bounce,2024-12-29T00:00:00,
27433,7505,45,Email Open,2021-05-19T00:34:00,
27434,1539,4,Content Download,2021-01-09T05:34:00,
27435,2251,48,Content Download,2022-04-14T03:45:00,
27436,7680,16,Ad Click,2023-12-01T23:46:00,facebook
27437,4844,194,Email Click,2023-08-12T03:55:00,
27438,3542,14,Page Visit,2020-08-03T09:54:00,direct
27439,555,141,Email Open,2022-12-25T01:23:00,
27440,6521,131,Content Download,2022-07-30T10:33:00,
27441,6809,149,Form Fill,2024-05-15T18:25:00,twitter
27442,4484,42,Form Fill,2024-07-23T18:44:00,
27443,4215,39,Ad Click,2020-11-26T05:45:00,google
27444,5147,86,Email Open,2021-10-04T14:40:00,
27445,848,194,Content Download,2023-08-26T15:39:00,
27446,5265,22,Form Fill,2020-12-28T01:11:00,linkedin
27447,7275,99,Email Open,2022-09-12T14:20:00,
27448,3073,170,Email Bounce,2022-11-29T21:45:00,
27449,1498,187,Page Visit,2021-10-21T22:28:00,linkedin
27450,5279,171,Webinar Registration,2024-10-11T19:53:00,
27451,3733,126,Form Fill,2021-06-13T03:58:00,facebook
27452,2250,83,Email Open,2030-03-15T14:30:00,
27453,4788,99,Ad Click,2022-11-26T02:43:00,twitter
27454,1256,12,Form Fill,2022-09-09T01:48:00,
27455,1166,2,Ad Click,2024-12-09T00:00:00,google
27456,2118,154,Content Download,2024-05-14T03:38:00,
27457,2528,149,Email Open,2024-05-27T16:45:00,
27458,5177,120,Email Click,2021-04-07T01:53:00,
27459,5578,10,Email Open,2023-02-12T13:01:00,
27460,7405,90,Email Click,2020-10-18T22:51:00,
27461,6096,175,Page Visit,2020-07-07T10:01:00,
27462,7688,76,Form Fill,2021-05-21T13:48:00,twitter
27463,5122,106,Ad Click,2023-11-13T07:21:00,twitter
27464,7964,92,Email Open,2021-08-21T06:16:00,
27465,4732,186,Form Fill,2024-10-26T09:01:00,
27466,1706,10,Webinar Attended,2023-01-31T05:50:00,
27467,6041,30,Page Visit,2024-03-29T10:59:00,referral
27468,2179,69,Email Open,2020-08-15T10:03:00,
27469,1472,17,Email Click,2022-07-13T07:16:00,
27470,6134,74,Email Open,2023-05-06T14:24:00,
27471,5677,111,,2024-11-11T08:13:00,
27472,864,37,,2022-04-29T06:15:00,
27473,6214,44,Unsubscribe,2021-06-12T03:24:00,
27474,2893,40,Email Open,2021-09-28T06:15:00,
27475,7367,141,,2030-03-15T14:30:00,referral
27476,4245,151,Form Fill,2023-01-24T22:56:00,referral
27477,7129,68,Content Download,2024-12-10T00:00:00,
27478,4296,73,Page Visit,2021-09-20T07:04:00,twitter
27479,6096,6,Email Open,2024-12-19T00:00:00,
27480,2615,60,Webinar Registration,2021-03-04T13:07:00,
27481,3737,37,Content Download,2022-04-12T21:11:00,
27482,6119,61,Form Fill,2023-05-16T07:22:00,direct
27483,686,174,Content Download,2020-05-06T04:22:00,
27484,4264,31,Email Open,2020-10-24T22:50:00,
27485,3857,40,Email Click,2021-10-13T00:29:00,
27486,6767,11,Form Fill,2022-05-22T13:51:00,direct
27487,5404,156,Content Download,2024-02-15T04:18:00,
27488,6030,136,Content Download,2020-06-01T07:58:00,
27489,4193,121,Ad Click,2020-06-17T16:51:00,
27490,7347,48,Form Fill,2022-04-16T11:21:00,referral
27491,5967,31,Ad Click,2020-09-21T17:37:00,google
27492,7064,81,Email Open,2020-04-12T17:20:00,
27493,4182,113,Webinar Attended,2020-12-28T02:04:00,
27494,3898,43,Email Open,2020-05-17T20:03:00,
27495,4694,171,Email Open,2024-10-11T19:54:00,
27496,6581,179,Email Click,2020-04-21T19:29:00,
27497,2811,184,Ad Click,2021-03-30T19:22:00,linkedin
27498,2749,1,Email Open,2020-01-05T23:22:00,
27499,3927,185,Content Download,2023-07-22T02:58:00,
27500,7861,76,Form Fill,2021-04-15T08:39:00,twitter
27501,2640,35,Page Visit,2021-01-14T17:37:00,facebook
27502,2315,26,Email Open,2022-09-26T03:30:00,
27503,761,171,Ad Click,2024-10-23T18:06:00,referral
27504,721,180,Email Open,2021-09-17T11:39:00,
27505,3549,24,Ad Click,2023-03-15T12:12:00,linkedin
27506,2753,189,Webinar Registration,2024-11-26T04:12:00,
27507,4795,65,Page Visit,2022-11-21T23:04:00,linkedin
27508,240,55,Email Open,2022-01-04T03:48:00,
27509,4932,127,Ad Click,2020-03-10T18:00:00,facebook
27510,7688,46,Content Download,2024-09-27T03:03:00,
27511,3127,127,Form Fill,2020-03-13T05:36:00,direct
27512,2810,163,Content Download,2021-12-18T15:05:00,
27513,4413,190,Email Open,2023-02-27T03:46:00,
27514,6344,192,Email Open,2024-09-24T15:35:00,
27515,946,116,Email Bounce,2024-02-05T23:59:00,
27516,7586,47,Webinar Attended,2020-03-15T20:44:00,
27517,752,179,Email Open,2020-04-22T09:36:00,
27518,3970,127,Email Click,2020-03-27T00:43:00,
27519,1547,164,Email Open,2022-04-06T01:20:00,
27520,6729,147,Ad Click,2022-06-22T14:03:00,twitter
27521,4504,37,Content Download,2022-03-01T18:43:00,
27522,5912,,Email Click,2023-05-08T08:21:00,
27523,4494,94,Form Fill,2020-10-31T02:36:00,referral
27524,4415,173,Unsubscribe,2023-07-17T15:49:00,
27525,118,,,2024-01-23T01:17:00,
27526,7719,101,Page Visit,2021-03-16T20:10:00,google
27527,5790,150,Ad Click,2021-02-08T03:46:00,facebook
27528,7520,137,Email Open,2023-07-02T16:10:00,
27529,3562,102,Form Fill,2023-03-13T10:20:00,
27530,1059,,Email Open,2023-09-10T23:54:00,
27531,5714,39,Ad Click,2021-01-01T21:56:00,linkedin
27532,3213,84,Email Open,2021-08-22T02:22:00,
27533,606,137,Email Open,2023-07-07T17:28:00,
27534,6305,146,Page Visit,2023-12-06T08:42:00,
27535,6755,31,Email Open,2020-08-29T03:12:00,
27536,5466,121,Webinar Registration,2020-05-24T08:04:00,
27537,2839,182,Email Open,2020-12-16T03:50:00,
27538,3559,15,Ad Click,2024-10-31T00:21:00,google
27539,6635,55,Email Open,2022-01-07T11:12:00,
27540,4609,100,Page Visit,2021-01-06T20:38:00,google
27541,5051,160,Email Open,2021-01-12T15:04:00,
27542,3836,37,Email Open,2022-04-26T18:25:00,
27543,5156,61,Content Download,2023-05-27T08:19:00,
27544,5714,68,Email Bounce,2024-12-22T00:00:00,
27545,3593,126,Page Visit,2021-06-17T02:07:00,referral
27546,1201,156,Email Open,2024-04-08T23:47:00,
27547,1121,171,Webinar Registration,2024-11-05T08:01:00,
27548,515,10,Email Click,2023-01-27T23:57:00,
27549,625,,Ad Click,2023-11-25T09:44:00,linkedin
27550,7745,2,Email Bounce,2024-12-09T00:00:00,
27551,2125,5,Page Visit,2023-10-10T13:49:00,
27552,4726,106,Ad Click,2023-12-14T15:20:00,referral
27553,5569,167,Webinar Registration,2020-08-07T09:30:00,
27554,3459,144,Email Open,2022-11-22T20:44:00,
27555,2545,10,,2023-04-23T22:41:00,
27556,3,115,Webinar Attended,2020-04-28T02:21:00,
27557,7709,117,Form Fill,2021-01-10T05:38:00,
27558,7362,111,Content Download,2024-11-02T10:49:00,
27559,5899,107,Email Open,2021-12-09T20:23:00,
27560,5686,2,Unsubscribe,2024-12-15T00:00:00,
27561,5607,177,Ad Click,2020-07-17T00:37:00,linkedin
27562,3065,3,Content Download,2024-02-07T11:55:00,
27563,4959,177,Form Fill,2020-07-10T20:09:00,google
27564,1293,11,Content Download,2022-05-04T00:05:00,
27565,2365,7,Email Open,2023-10-27T20:30:00,
27566,7318,124,Page Visit,2022-01-29T23:00:00,referral
27567,251,105,Form Fill,2021-07-14T16:42:00,referral
27568,4084,196,Form Fill,2024-04-12T18:59:00,direct
27569,7690,164,Email Open,2022-02-17T17:41:00,
27570,334,67,Content Download,2022-03-04T08:56:00,
27571,1408,98,Email Open,2023-09-03T22:18:00,
27572,4355,157,Webinar Attended,2020-08-13T05:11:00,
27573,3438,141,Form Fill,2022-11-27T16:36:00,google
27574,7189,10,Email Click,2023-03-16T22:44:00,
27575,2630,4,Content Download,2021-01-07T07:42:00,
27576,4558,169,Content Download,2024-07-03T16:08:00,
27577,1491,70,Content Download,2024-03-25T03:26:00,
27578,7467,49,Email Open,2023-05-22T03:29:00,
27579,3498,142,Email Open,2022-07-12T03:43:00,
27580,2631,127,Email Click,2020-04-03T01:24:00,
27581,361,97,Email Open,2021-07-30T03:38:00,
27582,6883,15,Email Open,2024-10-30T08:52:00,
27583,3350,76,Content Download,2021-06-03T18:52:00,
27584,7056,82,Content Download,2024-12-03T18:44:00,
27585,5105,135,Email Bounce,2024-10-30T14:56:00,
27586,7583,186,Content Download,2024-10-24T19:59:00,
27587,1781,46,Content Download,2024-10-01T04:47:00,
27588,297,183,Unsubscribe,2020-11-27T18:54:00,
27589,6457,40,Form Fill,2021-09-26T18:27:00,google
27590,3464,140,Form Fill,2020-05-22T14:15:00,linkedin
27591,2630,145,Unsubscribe,2020-05-16T13:39:00,
27592,7278,37,Webinar Registration,2022-04-04T16:32:00,
27593,1550,14,Email Open,2020-06-12T05:29:00,
27594,7932,165,Form Fill,2021-03-07T02:23:00,linkedin
27595,4348,196,Form Fill,2024-06-27T19:17:00,twitter
27596,7191,105,Email Open,2021-08-12T14:01:00,
27597,853,86,Email Click,2021-09-30T10:50:00,
27598,572,43,Ad Click,2020-05-13T18:24:00,linkedin
27599,3461,93,Email Bounce,2030-03-15T14:30:00,
27600,1053,108,Email Open,2023-12-12T20:10:00,
27601,6886,172,Page Visit,2020-11-15T02:43:00,
27602,1647,63,Webinar Registration,2022-05-26T01:49:00,
27603,4828,115,Content Download,2020-06-10T10:32:00,
27604,497,92,Page Visit,2021-09-02T07:45:00,referral
27605,7467,121,Form Fill,2020-05-29T21:58:00,google
27606,4608,13,Content Download,2023-06-26T04:57:00,
27607,4085,,Page Visit,2024-10-05T05:25:00,twitter
27608,1795,181,Content Download,2021-12-11T12:56:00,
27609,5734,48,Email Open,2022-04-19T12:54:00,
27610,7934,154,Form Fill,2024-03-16T05:07:00,
27611,6528,66,Email Open,2023-04-27T13:04:00,
27612,5202,82,Webinar Attended,2024-12-16T00:00:00,
27613,4961,105,Form Fill,2021-08-10T03:28:00,
27614,1796,122,Email Click,2023-11-20T07:48:00,
27615,483,95,Ad Click,2020-02-02T07:26:00,google
27616,1395,96,Content Download,2021-11-11T00:16:00,
27617,2784,165,Webinar Registration,2021-02-15T12:17:00,
27618,7663,98,Content Download,2023-09-02T07:50:00,
27619,6461,156,Email Open,2024-02-18T22:24:00,
27620,7236,101,Content Download,2021-05-02T23:18:00,
27621,5910,32,,2022-07-17T16:20:00,facebook
27622,5052,107,Email Click,2021-11-06T01:18:00,
27623,32,149,Webinar Registration,2024-05-19T22:10:00,
27624,551,67,,2022-03-15T14:23:00,
27625,2077,101,Ad Click,2021-06-14T06:06:00,referral
27626,704,180,Content Download,2021-10-04T12:21:00,
27627,4437,81,Page Visit,2020-04-03T00:37:00,linkedin
27628,4680,157,Email Open,2020-07-06T05:11:00,
27629,3706,97,Form Fill,2021-09-21T02:33:00,direct
27630,4015,125,Form Fill,2024-12-01T00:00:00,google
27631,7076,165,Email Open,2021-03-10T23:01:00,
27632,7858,29,Email Open,2020-10-23T15:44:00,
27633,1727,67,Form Fill,2022-03-16T19:36:00,google
27634,7244,120,,2021-04-04T21:02:00,google
27635,1667,178,Content Download,2021-05-18T00:40:00,
27636,160,28,Email Open,2020-08-03T02:41:00,
27637,4891,42,Webinar Registration,2024-08-06T01:10:00,
27638,72,137,Page Visit,2023-07-05T12:19:00,referral
27639,1961,50,Email Open,2024-09-06T05:18:00,
27640,1413,83,Email Open,2024-07-08T03:24:00,
27641,2832,97,Webinar Registration,2021-08-10T01:37:00,
27642,1536,37,Content Download,2022-04-02T17:33:00,
27643,6378,19,Ad Click,2024-02-13T00:06:00,facebook
27644,51,,Email Click,2022-07-07T08:03:00,
27645,2898,46,Webinar Attended,2024-09-26T10:09:00,
27646,364,164,Email Bounce,2022-01-24T14:35:00,
27647,6687,73,Email Open,2021-09-15T11:53:00,
27648,7566,5,Form Fill,2023-10-21T13:52:00,facebook
27649,2955,100,Content Download,2020-12-29T02:59:00,
27650,5492,166,Page Visit,2023-07-27T07:55:00,
27651,3335,185,Email Open,2023-06-15T11:24:00,
27652,3636,56,Webinar Attended,2021-08-18T14:52:00,
27653,7268,96,Email Bounce,2021-12-20T12:29:00,
27654,1901,60,Form Fill,2021-03-06T17:09:00,direct
27655,1440,149,Email Open,2024-05-21T04:07:00,
27656,3862,55,Webinar Registration,2022-01-12T06:03:00,
27657,3648,195,Email Click,2024-11-17T14:57:00,
27658,874,138,Email Open,2024-04-23T22:55:00,
27659,5072,166,Ad Click,2023-07-05T19:10:00,google
27660,6398,72,Email Open,2024-06-09T20:38:00,
27661,2361,94,Email Open,2020-10-31T11:05:00,
27662,5789,180,Email Open,2021-09-09T07:42:00,
27663,6679,110,Ad Click,2023-01-19T19:05:00,facebook
27664,84,171,Form Fill,2030-03-15T14:30:00,referral
27665,7856,188,Email Click,2024-06-21T08:20:00,
27666,2697,,,2021-02-14T14:36:00,
27667,7391,40,Form Fill,2021-10-28T21:48:00,referral
27668,3471,155,Content Download,2021-11-04T16:01:00,
27669,3807,48,Content Download,2022-04-19T04:43:00,
27670,3553,43,Form Fill,2020-04-06T13:31:00,
27671,5341,32,Page Visit,2022-07-13T00:23:00,google
27672,7618,141,Webinar Registration,2022-11-27T16:47:00,
27673,427,122,Ad Click,2023-10-25T12:20:00,direct
27674,7347,93,Email Open,2021-04-04T12:23:00,
27675,7475,103,Page Visit,2023-04-12T17:56:00,linkedin
27676,4682,80,Email Bounce,2023-03-24T05:43:00,
27677,3564,1,Page Visit,2020-02-20T15:46:00,
27678,5217,123,Email Click,2020-04-22T06:05:00,
27679,2176,51,Email Open,2024-07-30T16:52:00,
27680,1682,121,Email Click,2020-06-23T09:15:00,
27681,730,125,Form Fill,2024-12-06T00:00:00,linkedin
27682,7089,,Form Fill,2023-11-14T03:40:00,google
27683,5120,131,Content Download,2022-07-24T10:19:00,
27684,4266,93,Page Visit,2021-05-04T18:58:00,twitter
27685,7450,41,Webinar Registration,2023-05-29T07:10:00,
27686,1964,134,Ad Click,2020-12-09T10:32:00,
27687,1143,68,Email Click,2024-12-01T00:00:00,
27688,3309,116,Email Click,2024-02-02T22:39:00,
27689,5062,82,Email Click,2024-11-19T02:14:00,
27690,7790,182,Page Visit,2021-01-04T10:08:00,linkedin
27691,1839,47,Page Visit,2020-03-18T04:35:00,facebook
27692,7086,103,Email Open,2023-05-07T13:33:00,
27693,3147,104,Email Open,2021-04-02T07:02:00,
27694,2362,26,Content Download,2022-08-18T22:27:00,
27695,6203,197,Email Open,2020-12-24T16:49:00,
27696,6420,110,Form Fill,2022-12-16T17:18:00,direct
27697,7507,47,,2020-03-22T10:32:00,
27698,7409,87,Email Open,2021-02-19T18:31:00,
27699,2828,182,Email Bounce,2021-02-08T05:05:00,
27700,729,5,Email Click,2023-10-14T23:54:00,
27701,5688,190,Unsubscribe,2023-02-25T12:35:00,
27702,4428,119,Webinar Registration,2023-08-06T01:39:00,
27703,3075,33,Email Open,2020-10-22T07:49:00,
27704,4516,97,Ad Click,2021-08-07T05:33:00,referral
27705,3978,171,,2024-11-01T15:27:00,direct
27706,673,118,Ad Click,2023-10-16T01:52:00,
27707,7305,110,Email Open,2022-12-16T12:36:00,
27708,1795,43,Page Visit,2020-04-14T13:02:00,twitter
27709,460,51,Content Download,2024-07-10T22:28:00,
27710,3449,77,Email Open,2020-03-12T03:41:00,
27711,3669,104,Email Open,2021-05-13T20:13:00,
27712,3999,52,Ad Click,2020-11-22T03:16:00,
27713,7626,36,Content Download,2021-01-30T00:57:00,
27714,14,17,Form Fill,2022-08-21T08:27:00,direct
27715,1630,38,Content Download,2024-04-08T01:29:00,
27716,7143,160,Ad Click,2021-01-02T22:40:00,facebook
27717,3497,88,Page Visit,2024-03-15T04:17:00,twitter
27718,735,52,Email Open,2020-10-23T23:23:00,
27719,3568,72,Email Bounce,2024-07-11T02:39:00,
27720,5479,195,Email Open,2024-11-11T03:07:00,
27721,3764,40,Content Download,2021-10-15T04:35:00,
27722,1515,136,Webinar Attended,2020-05-17T20:18:00,
27723,7990,119,Webinar Registration,2023-08-11T23:27:00,
27724,3451,63,Form Fill,2022-05-25T18:11:00,linkedin
27725,1580,47,,2020-03-17T23:44:00,linkedin
27726,6622,157,Page Visit,2020-07-31T02:18:00,direct
27727,2474,180,Content Download,2021-09-20T15:19:00,
27728,5137,111,Email Click,2024-10-07T20:19:00,
27729,1262,44,Content Download,2021-06-13T16:33:00,
27730,5437,91,Email Open,2024-04-06T03:18:00,
27731,4836,141,Page Visit,2022-12-08T06:41:00,direct
27732,1452,29,Email Open,2020-10-19T20:01:00,
27733,4181,59,Email Open,2022-11-21T03:50:00,
27734,6436,93,Email Click,2021-03-01T09:02:00,
27735,7236,107,Email Open,2021-10-25T23:37:00,
27736,6900,64,Page Visit,2022-09-14T18:28:00,linkedin
27737,2267,140,Page Visit,2020-05-29T20:40:00,linkedin
27738,5246,139,Email Open,2020-10-24T10:39:00,
27739,1624,18,Email Open,2024-03-06T07:51:00,
27740,682,106,Email Open,2023-11-14T04:53:00,
27741,3278,7,Page Visit,2023-10-27T14:03:00,linkedin
27742,1461,102,Email Open,2023-03-16T20:52:00,
27743,3386,117,Ad Click,2020-11-19T22:39:00,facebook
27744,2886,,Content Download,2022-01-17T01:35:00,
27745,2041,,Email Open,2022-12-11T14:07:00,
27746,1800,131,Page Visit,2022-07-29T18:58:00,google
27747,2419,122,Email Open,2023-10-08T21:26:00,
27748,1048,162,Email Open,2024-03-11T05:51:00,
27749,4667,102,Ad Click,2023-02-25T22:30:00,
27750,5096,70,Page Visit,2030-03-15T14:30:00,twitter
27751,2001,172,Email Open,2020-10-30T21:28:00,
27752,4662,192,Form Fill,2024-09-27T22:19:00,facebook
27753,1937,13,Email Click,2023-06-17T22:34:00,
27754,26,8,Page Visit,2024-11-07T01:36:00,linkedin
27755,2560,123,Email Bounce,2020-05-02T17:59:00,
27756,1742,199,Email Bounce,2024-03-16T01:12:00,
27757,512,125,Email Open,2024-12-04T00:00:00,
27758,1545,,Page Visit,2023-11-25T01:10:00,referral
27759,7278,124,Webinar Attended,2030-03-15T14:30:00,
27760,4221,40,Ad Click,2021-09-19T14:41:00,google
27761,3951,114,Content Download,2023-11-01T17:30:00,
27762,1388,103,Form Fill,2023-04-28T04:39:00,direct
27763,7331,105,Content Download,2021-07-09T02:49:00,
27764,3809,125,Webinar Attended,2024-12-28T00:00:00,
27765,866,159,Email Click,2021-06-03T03:01:00,
27766,454,127,Email Open,2020-02-25T11:12:00,
27767,3193,30,Email Open,2024-05-16T21:53:00,
27768,5305,108,Form Fill,2023-11-26T06:06:00,facebook
27769,783,16,Email Open,2023-12-10T16:46:00,
27770,2834,173,Email Open,2023-06-20T20:08:00,
27771,4075,120,Unsubscribe,2021-05-01T05:41:00,
27772,7476,198,Form Fill,2022-09-11T05:22:00,twitter
27773,7458,167,Email Open,2020-09-21T11:59:00,
27774,2002,133,Page Visit,2020-03-30T17:25:00,facebook
27775,3953,58,Email Click,2023-03-02T00:45:00,
27776,3114,110,Email Open,2023-01-12T21:36:00,
27777,4302,,Content Download,2023-04-28T00:53:00,
27778,4257,127,Email Open,2020-02-09T15:33:00,
27779,7937,93,Email Click,2021-04-15T11:42:00,
27780,4341,42,,2024-07-15T23:44:00,
27781,7980,83,Content Download,2024-08-08T04:45:00,
27782,7573,117,Email Click,2020-11-06T05:45:00,
27783,5881,191,,2023-03-27T04:07:00,
27784,7659,165,Content Download,2021-02-06T05:50:00,
27785,7433,135,Email Click,2024-11-06T03:19:00,
27786,3819,127,Content Download,2020-03-17T15:07:00,
27787,5394,49,Ad Click,2023-04-26T13:30:00,linkedin
27788,116,162,Webinar Registration,2024-03-15T05:00:00,
27789,4064,172,,2020-10-17T20:15:00,
27790,5180,31,Form Fill,2020-08-26T03:16:00,
27791,5026,136,Email Open,2030-03-15T14:30:00,
27792,5147,23,Webinar Attended,2024-01-06T04:40:00,
27793,7472,65,Email Open,2022-10-08T23:26:00,
27794,4354,64,Email Click,2022-08-02T23:34:00,
27795,7014,92,Email Open,2021-08-04T15:57:00,
27796,4445,185,Email Click,2023-06-30T13:55:00,
27797,3010,190,Email Open,2023-03-06T00:21:00,
27798,2080,117,Unsubscribe,2020-11-04T14:29:00,
27799,4606,132,Webinar Registration,2022-11-10T21:27:00,
27800,5184,5,Webinar Attended,2023-10-16T13:39:00,
27801,5955,59,Content Download,2022-11-02T06:05:00,
27802,7408,83,Email Open,2024-08-26T10:16:00,
27803,851,108,Page Visit,2030-03-15T14:30:00,facebook
27804,3761,79,Email Click,2023-10-17T10:00:00,
27805,467,114,Email Open,2023-11-14T01:44:00,
27806,3073,54,Webinar Registration,2023-04-04T04:37:00,
27807,4356,15,Form Fill,2024-11-25T23:20:00,referral
27808,6761,4,Email Open,2021-01-02T04:48:00,
27809,2205,187,Page Visit,2021-09-22T18:02:00,
27810,1529,43,Ad Click,2020-05-11T01:24:00,linkedin
27811,775,182,Page Visit,2021-02-22T11:19:00,referral
27812,4336,99,Form Fill,2022-09-26T08:19:00,
27813,3769,22,Content Download,2020-12-25T15:37:00,
27814,7426,9,Email Open,2020-10-14T17:18:00,
27815,2121,114,Ad Click,2024-01-03T10:37:00,
27816,7422,142,Email Open,2022-05-26T19:50:00,
27817,7549,24,Content Download,2023-03-25T16:27:00,
27818,5860,41,Webinar Attended,2023-06-04T14:22:00,
27819,3686,74,Email Open,2023-05-09T06:30:00,
27820,179,31,Page Visit,2030-03-15T14:30:00,referral
27821,2427,170,Webinar Registration,2023-02-10T20:48:00,
27822,6574,108,Webinar Attended,2023-11-29T14:21:00,
27823,3007,154,Webinar Registration,2024-06-08T02:17:00,
27824,599,162,Webinar Attended,2024-03-24T08:43:00,
27825,1899,144,,2030-03-15T14:30:00,
27826,7846,12,Webinar Attended,2022-08-28T16:00:00,
27827,2896,18,Email Open,2024-03-17T00:06:00,
27828,6524,161,Webinar Attended,2023-03-14T06:51:00,
27829,899,,Email Open,2030-03-15T14:30:00,
27830,6751,57,Email Click,2021-05-20T22:57:00,
27831,3251,156,Ad Click,2024-03-20T01:29:00,linkedin
27832,3216,128,Page Visit,2020-10-20T17:00:00,facebook
27833,3813,169,Email Click,2024-06-24T23:14:00,
27834,6444,83,Webinar Attended,2024-08-20T21:04:00,
27835,258,51,Email Open,2024-06-23T11:36:00,
27836,3801,196,Email Open,2024-05-19T06:06:00,
27837,3357,111,Email Open,2024-10-04T17:41:00,
27838,5900,149,Webinar Registration,2024-05-19T14:18:00,
27839,2016,170,Page Visit,2022-12-23T21:00:00,
27840,6944,196,Unsubscribe,2024-05-29T08:51:00,
27841,5998,39,,2020-12-05T07:22:00,
27842,4221,47,Page Visit,2020-03-22T05:06:00,twitter
27843,4307,164,Page Visit,2022-01-30T20:28:00,
27844,5932,69,Form Fill,2020-09-26T02:09:00,linkedin
27845,7127,45,Form Fill,2021-05-12T07:37:00,
27846,5371,110,,2023-01-23T12:01:00,
27847,4776,173,Email Open,2023-06-27T03:53:00,
27848,2375,81,Ad Click,2020-04-08T21:47:00,
27849,5926,95,Page Visit,2020-01-22T06:44:00,referral
27850,6474,97,Webinar Attended,2021-08-16T04:32:00,
27851,113,67,Email Open,2022-03-10T11:28:00,
27852,7713,16,Form Fill,2023-12-03T17:43:00,twitter
27853,6331,155,Email Open,2021-10-23T02:15:00,
27854,1684,83,Email Click,2024-07-08T11:26:00,
27855,14,21,Form Fill,2022-01-16T15:03:00,
27856,7067,113,Unsubscribe,2020-11-04T09:36:00,
27857,2190,129,Webinar Registration,2023-02-21T00:52:00,
27858,3545,29,Ad Click,2020-10-28T01:54:00,twitter
27859,4221,185,Webinar Attended,2023-06-28T10:46:00,
27860,3743,114,Email Click,2023-11-30T13:19:00,
